Mc,totalmass,chi1z,chi2z,ecc,eta,DL,iota,ra,dec,psi,z
1.090044679759414805e+02,3.245552876305810059e+02,-6.687423693530880620e-01,-2.266618435919257601e-01,1.803993474547672254e-02,1.622778895197569127e-01,8.433175596217215571e+03,2.254776615385511551e+00,1.026708495855026271e-01,2.234966075056862067e+00,2.865305129818959795e+00,1.192023427092605559e+00
2.551010556024725062e+01,1.107815661855772476e+02,-6.869377262884508450e-01,-1.466750649809945850e-01,1.292298360500414856e-01,8.651164928677061716e-02,1.819752226321304042e+05,1.741008998908568417e+00,2.128244382206617158e-01,1.760013364676666248e+00,5.870105034022646606e+00,1.618115377752813089e+01
1.562468720780671916e+01,4.934813755179151684e+01,1.013664418387036914e-01,-2.168018404612312988e-01,1.760080875359175956e-01,1.470847371952248572e-01,1.719350800079009496e+05,1.782082570410233435e+00,1.094290432475567565e+00,4.100124251716326662e-01,4.884874228498197191e+00,1.537669706123783619e+01
1.669909412190174081e+01,4.020845747118431035e+01,1.356846658505974634e-01,-6.122056798414545753e-01,1.144069628754797348e-02,2.311847415777937842e-01,1.008610680831822392e+05,6.883650826510575582e-01,2.563691695965212958e+00,2.717621091138910039e+00,3.693967829694197569e+00,9.571915277106221254e+00
3.055252654799783585e+01,8.747475546602234431e+01,1.854201650661972955e-01,6.571148161615820715e-01,1.665212510370555135e-02,1.732237043869948590e-01,2.028878238725435804e+05,1.189621322690592509e+00,4.065911172342536517e+00,7.913028687602929878e-01,4.946871942663475963e+00,1.784781622451315997e+01
1.175200213947177872e+02,3.725551200633387907e+02,-8.650318057662435001e-01,8.380777344422283281e-01,6.685277987186002968e-02,1.461735774007659194e-01,1.836189035035473062e+05,2.421345557865535181e+00,4.652721421799182799e+00,2.534478105712366425e+00,3.356241618636686130e-01,1.631257327085251418e+01
4.213668041541644271e+01,3.158187227482420099e+02,3.782182937096443265e-01,-8.204690603646103142e-02,1.880125680057988802e-01,3.483673213436767196e-02,2.079798793607134721e+05,9.736649005546824664e-01,2.373728704849880966e+00,1.946213780021868844e+00,6.211533775006824243e+00,1.825196947408807091e+01
5.607758370440818396e+01,1.367949951167503286e+02,6.148562725309325572e-01,-3.949087618401816435e-01,1.635502909519017875e-02,2.262204212321367036e-01,1.550657977318235207e+05,2.839733852180503337e+00,2.088059927151904915e+00,1.407678823924755296e+00,4.178858381619187767e+00,1.401790848683286228e+01
1.669449863110334320e+01,4.522659040795005581e+01,1.778325059543237607e-01,9.358116840215005006e-01,5.295538227077537657e-02,1.899470508097212684e-01,1.715364094724038296e+04,1.152841017631295983e+00,6.042793042744147414e+00,1.698895283251728339e+00,5.197137258519640035e+00,2.125784859898207646e+00
1.686230096607187789e+01,5.113568960615801728e+01,-6.031876713182431349e-01,-3.356331520805552193e-01,9.067738884083227646e-02,1.573938887380719187e-01,5.089359289971366525e+04,2.001962008236449542e+00,1.289360395866077980e+00,1.145106702551137223e+00,3.053119564115638784e+00,5.286889876811766698e+00
1.562825334905710974e+02,3.884831690508330553e+02,4.788008070619209633e-01,-6.922057359900180007e-01,3.086412434858385595e-02,2.192285233064951433e-01,1.076635071316755348e+05,1.081781799296359647e+00,4.274912276245498077e+00,6.231963730066787388e-01,1.825173561597374650e-01,1.013830909220269660e+01
1.675512955699182882e+01,8.373719377108797346e+01,-1.663157928746306080e-01,-3.649320511745515194e-01,1.160338506323815300e-01,6.845139652296844401e-02,9.597429804755712394e+04,1.639968688823618903e+00,2.552171038748005660e+00,1.349746353040143010e+00,4.732057811786530621e+00,9.163120606845554406e+00
8.064263811143460714e+01,1.867264142018743200e+02,-6.047972009460607090e-01,-1.205967949126430794e-01,1.491145451544191314e-01,2.467544246518813267e-01,9.863707068147067912e+04,2.187056002770086049e+00,3.779636045905989672e+00,2.121448356321737894e+00,5.794467281381945334e-01,9.386076698384419714e+00
1.031740091622784945e+02,4.196859340981615105e+02,5.767651898161652024e-01,-6.056562108396754684e-01,1.858791208995714261e-01,9.647389688924265516e-02,7.369251227651213412e+04,2.069777241352604769e+00,1.058955516295705168e+00,5.349213538300785498e-01,1.230172319070299336e+00,7.275027448211996983e+00
8.680347479660207810e+00,2.454090955248260997e+01,9.249961404985942437e-01,3.749829139642946174e-02,9.519669466811488123e-02,1.769066232910903869e-01,1.643855970596514526e+05,2.134382570728748263e+00,5.565991187447611566e+00,1.364616770435619353e+00,1.824138440269350792e+00,1.476976686666836969e+01
1.808614727278169809e+01,4.178769174520539309e+01,-3.063680291233616959e-01,1.213520808103951687e-01,3.486314038307419816e-02,2.476449450430237842e-01,1.207234626444731111e+05,1.495023865818152498e+00,2.496638186144810145e+00,1.510195656615338722e+00,1.793158608304541657e+00,1.121798817435908546e+01
4.204688158392765018e+01,1.065906342356844334e+02,-9.447736002053209736e-01,-7.343689503049866119e-02,1.206419421170038947e-01,2.121735497566035189e-01,5.767302440226184262e+04,8.579340232824653745e-01,5.368755073645679943e+00,1.361855241013201878e+00,2.104024066096240819e+00,5.885759699435104686e+00
3.042601607642713901e+01,6.990286829364924870e+01,-4.476663476316300461e-02,-3.513222858911355662e-01,8.975399701663371033e-02,2.499866538766163382e-01,1.747919178696627496e+05,1.081390036759470041e-01,3.396247564968570831e-01,2.529469489055118814e+00,3.465393673156656362e+00,1.560590371719755609e+01
8.602948346795990631e+00,1.981335898495239434e+01,-1.155656481049360806e-02,-1.378359167058434975e-01,6.048981993404919932e-02,2.489709511279167564e-01,2.318129362550251608e+04,1.464065907029779234e+00,1.028495973057113044e+00,7.764273291371753816e-01,4.614994975799362464e-01,2.725600014780900082e+00
2.407997423195790532e+01,1.187869419857093902e+02,-5.715960515700383437e-01,-1.997165567245051676e-01,2.565247022759170256e-02,6.995394204059932064e-02,1.149862774818280159e+05,1.269134995661468590e+00,1.645673241929725972e+00,1.931342612450951846e+00,1.930202041253232359e+00,1.074486640505743296e+01
3.324563982002310780e+01,8.499615085407602066e+01,-6.588897110522730083e-01,-5.550630932768276793e-01,1.013603247149907211e-02,2.091987385104798758e-01,1.590798192928338831e+05,2.041156663510169444e+00,1.186859818458994242e+00,1.861360121566898229e+00,5.461442083434969730e-01,1.434209944778079127e+01
2.064288074903770465e+01,8.230739686882874651e+01,-1.979118726019768459e-02,7.118626673392360882e-01,1.918033158277636721e-02,9.974375841085039718e-02,5.168595741320261732e+04,1.234758645623411200e+00,5.136349686787615276e+00,1.913014545093961072e+00,5.438916852659342993e+00,5.357284493393157376e+00
2.419207778913394691e+02,5.592199922693259850e+02,-7.646373532384550531e-01,2.865846305200396849e-01,1.660244979914228189e-02,2.474481066812716235e-01,1.011122966292261845e+05,1.117682428041572029e+00,6.202806299947098090e+00,1.319410197024946996e+00,1.535176311896146562e+00,9.592886968472560838e+00
4.412496616739315414e+01,1.380042793419281111e+02,2.975327115479275975e-02,7.547503060710167855e-01,1.374499894661650456e-01,1.495040828506288555e-01,6.733189743025021744e+04,1.066999918094774680e+00,2.403561443549357135e-01,1.414822449314279140e+00,1.547085426584909884e+00,6.727225870309214706e+00
1.618768062327514912e+01,3.961513798249520590e+01,4.994536955800812361e-01,4.335985867634377655e-01,1.243004373532603790e-02,2.250120401323220110e-01,1.462588012565811223e+05,1.731583965664956759e+00,3.481393157786854431e+00,8.153936188066337465e-01,2.826015400846761949e+00,1.330455569839629248e+01
3.257904261969594018e+01,2.814208299300448743e+02,-4.685906008475517748e-01,-6.840744388303507950e-01,7.913135234949042474e-02,2.749814919176102324e-02,1.306058972751944821e+05,1.793125536369806428e+00,2.098861184812578884e+00,1.592756959393834881e+00,5.244864424134687120e+00,1.202901564433863513e+01
5.080499722946968433e+01,2.280324089489880635e+02,-5.543363369865350609e-01,-6.617170346811490633e-01,1.522172224097723993e-02,8.188099183928139457e-02,9.219039004174055663e+03,1.793608650361831369e+00,5.951967969180044449e+00,1.228522863819788924e+00,6.114747132039760835e+00,1.281356008027179083e+00
2.789769311457517276e+01,2.677514652307008305e+02,4.615179298527838370e-02,6.394899843725265765e-01,3.285005551595171491e-02,2.307069763676770219e-02,3.702556078664638335e+04,6.876014092371161013e-01,5.635775658378594954e+00,6.361289197695033648e-01,5.535538781718527535e-01,4.033756491719748816e+00
3.424434283152532288e+01,8.695747294099865599e+01,6.401007472260187292e-01,7.661288318015084808e-01,4.119701791809967512e-02,2.115776926420689652e-01,2.127257216346065106e+05,1.102951161915184386e+00,4.985678386536175566e+00,1.452910073633388865e+00,1.694585560224450838e+00,1.862809953442495114e+01
1.663743394413274146e+01,4.977654378226522169e+01,-7.332212531729703775e-01,-1.106477415705411360e-01,1.939012216582385872e-01,1.609790437602170998e-01,1.170707137164474698e+05,1.977579053948481880e+00,1.850827082890751818e+00,1.233275823342212085e+00,3.228192154963860361e+00,1.091696606100191147e+01
9.558226763727692088e+00,2.595168512040038067e+01,-9.235594089151311081e-03,5.134655964677059536e-02,3.879395447343515768e-02,1.892429071015803155e-01,8.260883193157822825e+04,1.228271390116726147e+00,4.672273681225622255e+00,2.046482643351859920e+00,2.133528271332512993e+00,8.035815406693707530e+00
5.248701346040832760e+01,1.705423180494808548e+02,-5.825492214736135432e-01,6.502994447564531821e-01,6.623899334213038947e-02,1.402919764333666330e-01,1.021669487783914519e+05,2.116599169958689686e+00,5.667388587142664136e+00,1.885529249377587258e+00,3.979051270375960847e+00,9.680879702045244173e+00
1.845484324343803806e+01,4.455814146536916098e+01,-9.153609725904012784e-01,6.250745597068294579e-01,1.271686450784809998e-02,2.301294260950503268e-01,5.066677701516172237e+04,2.424451885324062861e+00,8.896578228292620905e-01,1.787611163082687860e+00,1.596638533530387205e+00,5.266718519800011045e+00
6.492151511999047386e+01,1.513418776745843104e+02,4.738799893722216439e-01,-4.966716449213450235e-01,4.159290372443841949e-02,2.439959108649408515e-01,1.196312419654553960e+05,1.559637813650383453e+00,5.597384894842655001e+00,2.765685704131251033e+00,5.208657965333213902e+00,1.112805236930096697e+01
3.751298847497653810e+01,1.509300074857577556e+02,-3.562045444580491660e-01,-9.919710882650956130e-02,3.273686475779459537e-02,9.825246389711997375e-02,2.267600511844785651e+05,2.879804309867264323e+00,2.881949190076834366e+00,1.017707664349379204e+00,4.659011553705289188e+00,1.973747647746729328e+01
2.023989817987772000e+01,5.160736303404958392e+01,-4.310740323375414906e-01,5.334366377267185655e-02,1.375224279405715122e-01,2.101330792354091370e-01,6.963478236483453657e+03,4.625227913458765383e-01,4.639404575378208939e+00,1.499970887831759470e+00,3.917044915727172505e+00,1.020533001253414174e+00
1.236464733001609062e+01,3.862604918063946968e+01,-8.651124057216018626e-01,6.146742979643184945e-01,4.417052380303664039e-02,1.497967557595825117e-01,2.186453515329217189e+05,1.696282737910281835e+00,2.597760038223648760e+00,1.726249863221270386e+00,8.393770880849146243e-01,1.909654810181732287e+01
4.477815262370799587e+01,1.096364261436585821e+02,4.857662880893625079e-01,4.872795838366705823e-02,8.175743711985397622e-02,2.248289178015928091e-01,9.766265708042609913e+04,1.809290458552644587e+00,5.421473455191900825e+00,3.656041914349379973e-01,5.595799803022618590e+00,9.304546466906325364e+00
1.152558513390680162e+02,2.836962838519070829e+02,5.636154408690225992e-01,1.701876676452596104e-01,4.911626905141278782e-02,2.228514991600461514e-01,1.833290049990380649e+05,9.403015003793123716e-01,3.106141076757268582e+00,8.630659874227366579e-01,1.623506725075114732e+00,1.628940013726688463e+01
1.334543247688567931e+02,3.623972289487398371e+02,-6.772319753811191223e-01,4.255389237150168924e-01,5.982703517590211989e-02,1.891964457231561925e-01,1.488685872183192987e+05,1.472910512239509639e+00,2.863777697366156616e+00,2.098656612160541446e+00,5.122621657826314845e+00,1.351624893410138206e+01
8.329107378996778266e+01,2.551540380736571478e+02,-8.492618330308980834e-01,-1.916815164495779822e-01,6.327033782914417981e-02,1.547604647654697574e-01,2.584082291702297880e+04,1.592079208532872547e+00,2.935957143224956489e+00,9.987840936641804168e-01,6.505157265054244409e-01,2.983158927248028558e+00
4.859236854900485270e+01,2.665089977847673595e+02,4.267967912979826473e-01,6.271865450917886164e-01,3.451447566189868449e-02,5.862645766375267076e-02,1.660125292058864725e+05,9.065829490737733476e-01,5.351294297440716718e+00,2.657839933501862095e+00,3.167565523345833078e+00,1.490071634933047129e+01
5.757646514175353758e+01,3.872496049379816441e+02,1.542161561003894121e-01,-3.034593403847144488e-01,1.382749105659201658e-02,4.172759533773117563e-02,8.202235187742866401e+04,4.852945047150222790e-01,2.407377541109584573e+00,4.242076035379788723e-01,4.908296918401926945e+00,7.986006328477214922e+00
3.912152489330480165e+01,2.862597960788365867e+02,-5.438021126527252669e-01,-1.512918553825642887e-01,6.279918804251327646e-02,3.625982426621648935e-02,2.125391465406995121e+04,1.670218740599939355e+00,2.207960196724810142e+00,1.806223639732675856e+00,3.087245608452167556e+00,2.536486148384062833e+00
1.320516990393899803e+01,3.036433339597220993e+01,-5.067208340810218647e-01,-9.490406471757391049e-01,1.662904709010122606e-02,2.496320846998403842e-01,1.343003758571352773e+04,8.718719437412051354e-01,5.157103466040040551e+00,9.367864909056254907e-01,4.515970683327081403e+00,1.739934543986636495e+00
5.282710878426959411e+00,1.238469675024678729e+01,-3.858240370934894470e-01,1.183961615477580054e-01,1.030567937998426442e-02,2.417050786828673914e-01,1.404749713879059163e+04,2.607785538718537133e+00,2.241087645055642952e+00,8.208713061209728101e-01,5.058071339552570045e+00,1.804966309803659463e+00
5.268281023193828361e+01,1.796119922966836668e+02,-9.716221697623886877e-01,2.861810356242315834e-01,1.428638955515890673e-02,1.294859572623035804e-01,1.849210619904983832e+04,2.607369389102002000e+00,3.818045225647116681e+00,1.692528437822032217e+00,6.188428961277958607e+00,2.261256287257482622e+00
7.887786723579327486e+01,2.547148478138266796e+02,-5.550227870311584821e-01,-8.564734479714319892e-01,8.301774706364956069e-02,1.417429594707137197e-01,1.134366185088426428e+05,1.729116685950318866e+00,2.321085330105870648e-01,1.176791495626407613e+00,3.738656229651303953e+00,1.061676396246908638e+01
1.795149812977480863e+01,8.574513710808722067e+01,-2.859251360040340195e-01,2.673549608598950744e-01,1.690105359446638505e-02,7.381625338809039150e-02,9.403333518777249265e+04,1.612320363208031404e+00,4.480007462179827371e+00,2.045788661248581164e+00,5.712394249872012608e+00,9.000280280770027730e+00
7.561559607919986092e+01,2.049508523818632284e+02,-7.733167405068686051e-01,-2.756352278511506881e-01,3.349521563801229757e-02,1.897882925545515687e-01,2.703643239363173052e+04,1.427848804636800306e+00,1.055879622869354328e+00,6.337958648570113374e-01,9.009401646536354669e-01,3.097805500464556605e+00
2.423687697239223553e+02,5.809320281826387600e+02,-4.010312204112184142e-01,5.027882670579770785e-01,1.835247161977474756e-02,2.329443757330884601e-01,1.034203937837937556e+05,2.628084114970731022e+00,4.620972208022511296e+00,5.844003454057524749e-01,4.870451854231959921e+00,9.785362878074741033e+00
1.296868274054479286e+01,3.015915431969492744e+01,-3.757676648922401164e-01,9.762597664943659659e-01,6.738790123016095979e-02,2.449784283975523502e-01,2.107789908014115354e+05,2.022212290936955981e+00,4.597283054400304714e+00,1.110700443867820297e+00,4.852236555115698735e+00,1.847387443393026984e+01
2.591990699276827286e+02,6.131494883350810596e+02,-3.034516935043729546e-01,-3.062147789036148149e-01,1.369382391654397346e-02,2.381104455972865297e-01,1.761340882041952573e+05,9.176669488594864088e-01,6.011267979745865908e+00,2.393462841795051421e+00,5.609465636528386590e+00,1.571350203935820389e+01
3.988940605467419687e+01,3.032469384051590282e+02,-6.365711849962880642e-01,1.113990278929759548e-01,7.981892223582129353e-02,3.402268426154350656e-02,2.371036414178083578e+04,2.451168970070293440e+00,1.089691751103467388e+00,6.969336804051068368e-01,6.033768478356957843e+00,2.777134778986487529e+00
3.619177101061350044e+01,9.970635830899303187e+01,8.567124715803291490e-01,-5.820350241933203161e-02,1.611289614371076012e-02,1.847048510739089655e-01,1.582794188894622494e+05,2.749156707817342227e+00,1.254549945846888059e+00,1.957640167893751837e+00,4.222829320267448949e+00,1.427750054639688315e+01
2.048392246017341165e+02,5.304385241616404301e+02,-3.156561344353437937e-01,6.539227828474238891e-01,1.314163133253458751e-02,2.047843553035236797e-01,1.064485888803318667e+05,1.525600202520421167e+00,6.061508843795590629e+00,2.226408413675562858e+00,3.755695587990053763e+00,1.003736642659254841e+01
2.114189411611392799e+01,1.746378220984531993e+02,-5.605254620803956644e-01,7.427902134450408145e-01,1.631092907422061061e-02,2.962620188433034638e-02,1.975039079587020387e+05,9.475124151595331057e-01,2.415237090311474599e+00,1.338014408771163843e+00,5.656893942650111029e+00,1.741981600152519860e+01
4.553952857636858909e+01,1.909615862589600397e+02,-6.755190331076253996e-01,8.996460618505504048e-01,1.125295014981564506e-01,9.170736071801932621e-02,4.137346916784311179e+04,4.197632876935523116e-01,5.444164753475487117e+00,8.478621487774262722e-01,2.818223211744825818e+00,4.431422414600256765e+00
6.086401630812942898e+01,3.693158329485877402e+02,8.868784064445205395e-01,8.115576663460883911e-01,4.663556097701961056e-02,4.953792382342303569e-02,9.946722251433239990e+02,8.381357367352476606e-01,4.510186631202336982e-01,2.751290355921957698e+00,5.668251976098464873e+00,1.968735181157987846e-01
2.164867106843793820e+01,1.060211189032245613e+02,1.920663792447292462e-01,8.431094491236703625e-01,1.424171378036633712e-02,7.080513646792929716e-02,8.435516451704529754e+04,1.993265607628822211e+00,3.228218593197166975e+00,1.792045754575338323e+00,6.289275776919375227e-01,8.183947616774124967e+00
1.049876465456283015e+01,2.448800308384117486e+01,-3.887707606577983643e-01,-5.317671900228073678e-01,1.222458388587436967e-01,2.437668892841166890e-01,7.757089077220654872e+03,1.501204667848726082e+00,4.380712995730609904e+00,4.469024843589289864e-01,4.526032043005981942e-01,1.113915986279534476e+00
7.311094873617526524e+00,1.764057677689382686e+01,2.409399635839799547e-01,-4.445101873774462975e-01,1.391103183648560726e-01,2.303824530233307688e-01,1.149940363091599575e+05,3.932653594753253157e-01,5.793702309693773422e+00,5.024951012330829414e-01,3.411894685324248666e+00,1.074550744983051231e+01
1.568626345584020498e+01,3.608023454005797248e+01,-5.374965725581557496e-01,4.338599149869333260e-01,3.144180747003512411e-02,2.495074904343871081e-01,1.939804798506561201e+05,6.731106040769536669e-01,3.810257461037120930e+00,2.843169381681008190e+00,3.217801454625275892e-01,1.713932441659349593e+01
6.796002254082769412e+01,1.568450263945504730e+02,-4.690324365683199437e-01,1.655596187607903946e-01,9.738616300202027065e-02,2.481063831283499832e-01,1.257461254500578798e+05,5.755566239567982967e-01,5.667033705559063606e+00,2.913036496441007817e+00,3.933920981393935090e+00,1.163078208806214775e+01
2.153570909849082327e+01,4.977854267305603031e+01,5.833475530293641409e-01,2.522944433550384780e-01,1.964181934998386614e-02,2.474732890590922163e-01,2.449545832849477301e+04,1.695253805147047821e-01,4.713849707251652532e+00,1.535212110994615298e+00,9.500733903534240854e-01,2.853328136489725608e+00
6.454487941792501182e+00,1.598032746850711838e+01,-3.337466522509148215e-01,5.118149365825166441e-01,5.870088276564461305e-02,2.206955274432336189e-01,8.071558712915374781e+04,2.297667300593476014e+00,5.139215894302894938e+00,1.809773990302202096e+00,3.082861533765795414e+00,7.874911509276810051e+00
7.363939909659534599e+00,2.011545393970823881e+01,-5.788827653139545504e-01,1.991503727125709666e-01,2.159995834311025445e-02,1.873415017464384880e-01,5.057562210043588129e+04,7.487582250487985203e-01,5.687810246568851369e+00,2.216042845236586789e+00,6.827841440582341770e-01,5.258609233531908345e+00
4.180104720975391785e+01,3.056347964803537138e+02,4.555632563695373172e-01,-8.051910956340380121e-02,2.632281217560911504e-02,3.630562700080618849e-02,1.847672004770240164e+05,1.820978824351476177e+00,3.119833631599274515e+00,1.237873605266746280e+00,5.463156800310970063e+00,1.640433970408128062e+01
1.601777315914158066e+02,4.710406509891126916e+02,-7.957238276268719934e-01,2.684917596496225745e-01,2.332245280760583683e-02,1.656683642012235225e-01,1.109888099914548075e+05,8.200779335377719192e-01,5.076270175871908208e+00,1.471811202017716314e+00,3.257947289166136073e+00,1.041413752660249337e+01
2.211122111242060555e+02,5.671993192159154660e+02,-8.134313021244852226e-01,5.681075850763908086e-01,8.727048971193862581e-02,2.080311537679091216e-01,4.821617293326566141e+03,1.774482205354227071e+00,2.086705127769393986e+00,1.916563887499141083e+00,1.840058131097920491e+00,7.566280478910081264e-01
2.643704046704418786e+01,1.259122493247314907e+02,3.582483341011855060e-03,7.729627664343321491e-01,1.328365298333902302e-02,7.417224470698557948e-02,1.005068291632122418e+05,2.264437296635810171e+00,3.713780147728404368e-02,1.768995639038547729e+00,4.463663245287492920e+00,9.542337417040190672e+00
2.477473315875386461e+01,2.106844840072248815e+02,4.086015945871406263e-01,8.839935681817403523e-01,1.632181046216165873e-02,2.822457347900518901e-02,1.101822730208608118e+05,2.547091111099022864e+00,3.494081486062813102e+00,2.984029383423650650e+00,4.959890754975753602e+00,1.034729715665989858e+01
2.291158424321502451e+01,5.264408778163479496e+01,3.257675614973358780e-01,5.272274663177145548e-01,1.856026670964003311e-02,2.499438904841245201e-01,7.414044922001697705e+04,1.587456355400922003e+00,3.609072143550438927e+00,1.515177132214214462e+00,3.953384025304462313e+00,7.313437371848461765e+00
4.793678438411621556e+01,3.176427251512744760e+02,-5.335643932069402684e-01,3.960913156981895611e-01,1.074127742830066207e-01,4.277762226456246347e-02,1.306947169507298968e+05,2.105177283328673266e+00,5.714396103974955565e+00,2.181996340136690637e+00,5.708017998801139470e+00,1.203628363460978434e+01
4.827373693833699519e+01,1.115245502422364439e+02,-8.246894351598967887e-01,9.205117800515896231e-01,1.248918771582717413e-02,2.476855848444396990e-01,1.635234453200594289e+05,1.583637953589150937e+00,3.294147419624942064e+00,2.319345008784103435e+00,4.690927058814822921e-03,1.470033820836303562e+01
5.927418067215178610e+01,3.380030881581893141e+02,5.099530455994776279e-01,2.697763846034275659e-01,2.687180216970756069e-02,5.494246652761718142e-02,1.576116740852116782e+05,1.912316862351560731e+00,5.894520693954945934e+00,1.732012931878456730e+00,5.427978649533423017e+00,1.422359097553711216e+01
2.065206059755341812e+02,4.745718810383717710e+02,-2.392884096319111142e-01,8.538508382728400292e-01,4.133320456554268052e-02,2.499015678667834139e-01,1.495980538038965606e+05,3.720271577096063709e-01,8.134906059365327735e-01,2.604904633347766563e+00,4.193201050179570899e+00,1.357537303144926533e+01
1.926380285519145161e+02,4.545338933457014718e+02,2.558984020682975036e-01,1.653014329602513488e-01,7.212255136702602765e-02,2.391256995612981440e-01,2.238263584126100759e+05,6.634910977814384436e-01,3.710803069154829936e-01,2.508550868439109127e+00,1.167825790196810321e+00,1.950592246022479159e+01
2.464313587975372855e+01,6.863217897946564960e+01,5.479905855829370065e-01,-8.386216541896692744e-01,1.230229010745696044e-02,1.813901251896936906e-01,3.316699419579825917e+04,1.292310784765418719e+00,5.321579973367220440e+00,1.642294303264084210e+00,6.972270378878852037e-01,3.676341045977220556e+00
7.242020998797413256e+01,1.745162731220725902e+02,1.555811618854670009e-01,-9.720418754370792058e-01,1.538524119104681676e-01,2.308729664573392348e-01,1.136574067391249409e+05,2.934413017734782247e+00,2.093693814312399759e+00,2.313096314353741967e+00,3.987156657336356602e+00,1.063502366107147523e+01
1.168461410697660341e+01,4.206576045757674365e+01,4.304598075994758855e-01,5.705142064895096787e-01,2.615327833793661128e-02,1.182522417985446550e-01,7.186687744122302684e+04,5.088959757506833492e-01,5.194382569374195846e+00,2.662978570312570348e+00,5.559382683276294479e+00,7.118260031010434474e+00
5.825923580380066369e+01,2.008387964243511874e+02,7.034826733985946046e-01,-4.037106553356383243e-01,1.713549879829886213e-01,1.271145572748985653e-01,1.690182386208437674e+05,2.131986294661383230e+00,1.465151862118240889e+00,1.792191924805368153e+00,3.996720910058476406e+00,1.514241646655335316e+01
4.843926235489038845e+01,2.636325950339768269e+02,1.708469363340512359e-01,-5.074734867989409981e-01,1.934631982018433435e-02,5.938325886038224588e-02,1.699525366792113346e+04,1.965297666496925277e+00,1.710259720210255407e+00,2.054234652714824971e+00,3.200664485261901060e+00,2.109653016524879465e+00
1.059100442871860892e+01,2.550262791783816851e+01,3.934965204502585134e-01,-3.697793615136056866e-01,1.552914996584659792e-02,2.311640838949686749e-01,1.480924877055861289e+05,2.355367197422360448e+00,3.358334395967829789e+00,1.733443981517480692e+00,4.887507656482809715e+00,1.345332291412291426e+01
1.757435733641486308e+01,4.046333597495241463e+01,-4.196065522678058546e-01,-9.623970248349501544e-01,3.646257534453255927e-02,2.490938160084266162e-01,9.256731761923989689e+04,8.974098544032675928e-01,1.465828739626436339e-01,2.860407711318097235e+00,5.654402387183236733e+00,8.877100706365752103e+00
1.134231527758503510e+01,3.025726372515882900e+01,-2.211763098232423230e-01,-9.629102607892418009e-01,9.190291960892896239e-02,1.948887517499232336e-01,1.180292607775710203e+05,2.217956761433273360e+00,4.874513043261250900e+00,1.298503745040090696e+00,4.430138453281863953e+00,1.099602830110010210e+01
4.535837565463893384e+01,2.264193526882801279e+02,-3.786390048161627497e-01,-1.008861789067851955e-01,2.449320625948028102e-02,6.858670117814356926e-02,1.355464157875220990e+05,1.005862532361396111e+00,1.934183068395526783e+00,1.541276315534341412e+00,4.977893089569723983e+00,1.243274827342322197e+01
8.197493341342698159e+01,2.585341618484430910e+02,5.751582998401330027e-01,3.623816757202951155e-01,1.495394030784855804e-02,1.474365721714647470e-01,3.627669943609067559e+03,1.876267596544070049e+00,5.764633896132268731e+00,2.525476352776655276e+00,5.233816585489801554e+00,5.988796395763040792e-01
3.114800269755839324e+01,7.208156730644350318e+01,-6.210146203209314653e-01,5.613462368572139649e-01,1.468816516388753678e-02,2.469884458914255732e-01,2.095274013220447814e+05,2.630296935598773977e+00,5.612516989982661464e+00,1.295962456255918882e+00,2.930629541784480097e+00,1.837467459765234423e+01
4.401065969855563509e+01,3.581017619294118504e+02,2.855343321244245836e-01,-7.302727390237256921e-01,2.024798111480015025e-02,3.037985530714571239e-02,2.036948702933059540e+05,3.866706396434808624e-01,2.681774430238667239e+00,1.613557145131905957e+00,4.530331416561423019e+00,1.791191219379381039e+01
1.008298638450853275e+02,3.130474252130896957e+02,4.249283128166139178e-01,9.328278369747236010e-01,1.195364606847910960e-01,1.513439533998241771e-01,7.924115998007534654e+04,1.778982328259142154e+00,5.952049502395485803e+00,2.575736491199667633e+00,1.323635992275147055e+00,7.749372115999384469e+00
9.555676662343689287e+00,2.271210708746827933e+01,5.756696345474849874e-01,8.940037262504763049e-01,8.593106681128673263e-02,2.362327095706494018e-01,4.896258829606221843e+04,1.030782929793048641e+00,5.246430773210751575e+00,3.501157158293008442e-01,5.072181370542984347e+00,5.114857065242929934e+00
2.802831297384019749e+01,2.131554371152663236e+02,-1.347134900872868357e-01,2.553193724154954047e-01,3.008496702596093544e-02,3.400172147781559129e-02,1.524941440908713776e+04,2.810754435388006289e+00,2.265860339438975579e+00,1.037520449845140247e+00,3.635936782236806497e+00,1.930282735628758850e+00
4.979143733902631652e+00,1.144246424108743554e+01,8.005060029716835057e-01,4.966669180888731994e-01,1.522809559452509565e-01,2.498763570422903590e-01,1.161505286991145986e+05,1.931042731473763041e+00,2.600050857451758901e+00,1.556281674828988715e+00,1.266063222529719035e+00,1.084102116619364864e+01
2.538838876941740708e+01,1.139936461616031380e+02,-9.005027920726880186e-01,-8.504730555230861633e-01,1.240556347786032909e-02,8.183218703050543219e-02,8.925921276817766193e+04,2.321210696156958520e+00,1.409487420343582542e+00,2.490713934515769612e+00,3.538212148442672067e+00,8.598535256565625673e+00
1.594154515184682985e+01,3.687357544713174207e+01,-2.775005182898693246e-02,9.413323873414634058e-01,4.572955495540026449e-02,2.471867974954460312e-01,1.053849024418158660e+05,1.134863578710221477e+00,1.228958521933809500e+00,2.091126963423286078e+00,1.465579194500642668e+00,9.948913668787866982e+00
